url,status,depth,local_html
"https://www.pacegallery.com/press/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/press.html"
"https://www.pacegallery.com/privacy/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/privacy.html"
"https://www.pacegallery.com/publishing/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/publishing.html"
"https://www.pacegallery.com/staff/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/staff.html"
"https://www.pacegallery.com/static/css/app.6d84a04c2bf9.css",200,1,""
"https://www.pacegallery.com/static/images/manifest.b58fcfa7628c.json",200,1,""
"https://www.pacegallery.com/static/js/app.bundle.d3189d1d6e21.js",200,1,""
"https://www.pacegallery.com/terms/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/terms.html"
"https://www.pacegallery.com/wechat/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/wechat.html"
"https://www.pacegallery.com/documents/28769/PACE_Turrell_Press_Release_EN_2.pdf",200,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-9/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_james-turrell-9.html"
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/1200",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_james-turrell-the-return_1200.html"
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/630",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_james-turrell-the-return_630.html"
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/James Turrell: The Return | Pace Gallery",0,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/Pace is pleased to present an exhibition of five recent installations by James Turrell—including a new, never-before-seen, site-specific Wedgework made specifically for this presentation—at its Seoul gallery.",0,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/art-fairs",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/artists",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/exhibitions",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/galleries",404,1,""
